,index,condition,pair_id,topic,turn_txt,round,time,inter_num,tokenized_text,word_counts,agent,time_label,appre_c,affir_c,assent_c,aggree_c,fillpause_c,laugh_c,yknow_c,idknow_c,appre_log,affir_log,assent_log,aggree_log,fillpause_log,laugh_log,yknow_log,idknow_log,conj,negate,posemo,negemo,insight,cause,discrep,certain,assent
427,15,TYB,22,4,"Yeah, that's definitely true. I don't know [laughs]. I feel like I had stronger opinions on different, certain other topics but yeah, um we'll go with food options. I guess it's definitely important to offer a variety of options maybe and maybe most of them should be healthy, I guess like but yeah, I do understand. Yeah, I totally get it. That sometimes, you just want to eat fries. Today, I just want to eat fries. Yeah, it's fine [laughs]. Ummm ",2,63,0,"['Yeah', 'that', ""'s"", 'definitely', 'true', 'I', 'do', ""n't"", 'know', 'laughs', 'I', 'feel', 'like', 'I', 'had', 'stronger', 'opinions', 'on', 'different', 'certain', 'other', 'topics', 'but', 'yeah', 'um', 'we', ""'ll"", 'go', 'with', 'food', 'options', 'I', 'guess', 'it', ""'s"", 'definitely', 'important', 'to', 'offer', 'a', 'variety', 'of', 'options', 'maybe', 'and', 'maybe', 'most', 'of', 'them', 'should', 'be', 'healthy', 'I', 'guess', 'like', 'but', 'yeah', 'I', 'do', 'understand', 'Yeah', 'I', 'totally', 'get', 'it', 'That', 'sometimes', 'you', 'just', 'want', 'to', 'eat', 'fries', 'Today', 'I', 'just', 'want', 'to', 'eat', 'fries', 'Yeah', 'it', ""'s"", 'fine', 'laughs', 'Ummm']",86,B,3,0,0,2,0,2,2,0,1,0,0,0.693147181,0,0.693147181,0.693147181,0,0,3.7,1.23,12.35,0,3.7,0,3.7,6.17,6.17
428,15,TYB,22,4,"Yeah, I don't know I think as a person who like I generally try to um be more careful about eating vegetables and salads and that kind of stuff um. Just so I feel like I'm not eating only um more unhealthy foods. Um, I guess it just matters to me that I have like a variety of things I can choose from in that respect. But I guess I can also see the opposite point that it matters to have a variety of unhealthy things to choose from [laughs].  I don't know, I also feel like there is there are ways to prepare foods that are generally more unhealthy in ways that could be healthier, like depending on the kind of oil used to fry and that kind of stuff.",3,106,1,"['Yeah', 'I', 'do', ""n't"", 'know', 'I', 'think', 'as', 'a', 'person', 'who', 'like', 'I', 'generally', 'try', 'to', 'um', 'be', 'more', 'careful', 'about', 'eating', 'vegetables', 'and', 'salads', 'and', 'that', 'kind', 'of', 'stuff', 'um', 'Just', 'so', 'I', 'feel', 'like', 'I', ""'m"", 'not', 'eating', 'only', 'um', 'more', 'unhealthy', 'foods', 'Um', 'I', 'guess', 'it', 'just', 'matters', 'to', 'me', 'that', 'I', 'have', 'like', 'a', 'variety', 'of', 'things', 'I', 'can', 'choose', 'from', 'in', 'that', 'respect', 'But', 'I', 'guess', 'I', 'can', 'also', 'see', 'the', 'opposite', 'point', 'that', 'it', 'matters', 'to', 'have', 'a', 'variety', 'of', 'unhealthy', 'things', 'to', 'choose', 'from', 'laughs', 'I', 'do', ""n't"", 'know', 'I', 'also', 'feel', 'like', 'there', 'is', 'there', 'are', 'ways', 'to', 'prepare', 'foods', 'that', 'are', 'generally', 'more', 'unhealthy', 'in', 'ways', 'that', 'could', 'be', 'healthier', 'like', 'depending', 'on', 'the', 'kind', 'of', 'oil', 'used', 'to', 'fry', 'and', 'that', 'kind', 'of', 'stuff']",134,B,4,0,0,1,0,4,1,0,2,0,0,0,0,1.386294361,0,0,0.693147181,6.25,2.34,1.56,0,5.47,1.56,0.78,0,0.78
429,15,TYB,22,4, laughs.  that is true . .  that's definitely true ,4,151,0,"['laughs', 'that', 'is', 'true', 'that', ""'s"", 'definitely', 'true']",8,B,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00,57.14,0,0,0,0,42.86,0
430,15,TYB,22,4,"Yeah, yeah, I can tell that can be an issue. For sure. Umm, yeah, I don't know...good conversation.",5,161,0,"['Yeah', 'yeah', 'I', 'can', 'tell', 'that', 'can', 'be', 'an', 'issue', 'For', 'sure', 'Umm', 'yeah', 'I', 'do', ""n't"", 'know', 'good', 'conversation']",20,B,6,0,0,4,0,1,0,0,1,0,0,1.386294361,0,0,0,0,0,0,5.26,10.53,0,5.26,0,0,5.26,15.79
431,16,NB,23,9,"So, I personally think physician assisted suicide should be legal in the United States completely um because uhh like regular suicide is very dangerous and has a lot of harm for pain umm, so I think a assissting people that are in their like very last and painful hours of death is probably like the best way to send them on. And um currently the laws are that uhh euthanasia like doctors can be criminalized for that um and I don't think it's correct. What's your opinion on it?",1,0,0,"['So', 'I', 'personally', 'think', 'physician', 'assisted', 'suicide', 'should', 'be', 'legal', 'in', 'the', 'United', 'States', 'completely', 'um', 'because', 'uhh', 'like', 'regular', 'suicide', 'is', 'very', 'dangerous', 'and', 'has', 'a', 'lot', 'of', 'harm', 'for', 'pain', 'umm', 'so', 'I', 'think', 'a', 'assissting', 'people', 'that', 'are', 'in', 'their', 'like', 'very', 'last', 'and', 'painful', 'hours', 'of', 'death', 'is', 'probably', 'like', 'the', 'best', 'way', 'to', 'send', 'them', 'on', 'And', 'um', 'currently', 'the', 'laws', 'are', 'that', 'uhh', 'euthanasia', 'like', 'doctors', 'can', 'be', 'criminalized', 'for', 'that', 'um', 'and', 'I', 'do', ""n't"", 'think', 'it', ""'s"", 'correct', 'What', ""'s"", 'your', 'opinion', 'on', 'it']",92,B,1,0,0,0,0,6,0,0,0,0,0,0,0,1.791759469,0,0,0,7.87,1.12,1.12,4.49,3.37,1.12,1.12,2.25,0
432,16,NB,23,9,"Okay, so your interest is in medical cases?",2,118,0,"['Okay', 'so', 'your', 'interest', 'is', 'in', 'medical', 'cases']",8,B,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0.00,25,0,0,0,0,0,12.5
433,16,NB,23,9,".  Ohh okay . .  I don't think that's what the question is, though .  just making it legal doesn't mean that we're not be putting in money into suicide prevention.",3,126,0,"['Ohh', 'okay', 'I', 'do', ""n't"", 'think', 'that', ""'s"", 'what', 'the', 'question', 'is', 'though', 'just', 'making', 'it', 'legal', 'does', ""n't"", 'mean', 'that', 'we', ""'re"", 'not', 'be', 'putting', 'in', 'money', 'into', 'suicide', 'prevention']",31,B,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,11.11,3.7,0,11.11,3.7,0,0,3.7
434,16,NB,23,9,"I don't think that's what the question is saying. I don't think just making something legal, like forces us to like not put resources into other assistance programs ",4,159,0,"['I', 'do', ""n't"", 'think', 'that', ""'s"", 'what', 'the', 'question', 'is', 'saying', 'I', 'do', ""n't"", 'think', 'just', 'making', 'something', 'legal', 'like', 'forces', 'us', 'to', 'like', 'not', 'put', 'resources', 'into', 'other', 'assistance', 'programs']",31,B,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,3.7,0,11.11,7.41,0,0,0
435,17,TYB,24,8,"Yeah. So I actually don't really have a strong opinion on this one. But the reason I picked zero is precisely because I don't have a strong on this one. So, I just feel like if I forgot to do and I get fined, I will be on ///. Yeah, so, yeah ",1,0,0,"['Yeah', 'So', 'I', 'actually', 'do', ""n't"", 'really', 'have', 'a', 'strong', 'opinion', 'on', 'this', 'one', 'But', 'the', 'reason', 'I', 'picked', 'zero', 'is', 'precisely', 'because', 'I', 'do', ""n't"", 'have', 'a', 'strong', 'on', 'this', 'one', 'So', 'I', 'just', 'feel', 'like', 'if', 'I', 'forgot', 'to', 'do', 'and', 'I', 'get', 'fined', 'I', 'will', 'be', 'on', 'Yeah', 'so', 'yeah']",53,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.73,3.92,3.92,0,3.92,5.88,1.96,1.96,5.88
436,17,TYB,24,8,"Yeah, so what did you choose?. Did you put 10?",2,16,0,"['Yeah', 'so', 'what', 'did', 'you', 'choose', 'Did', 'you', 'put', '10']",10,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.00,0,0,10,0,0,0,10
437,17,TYB,24,8,". Oh, okay. . Yeah [laughs]. . Yeah, I agree with that. Yeah, but I guess like cuz I'm really not on the other side of recycling and then pulled up like wouldn't the  like, well, what would it mean to not recycle a paper because like there's like I  garbage can I just put paper in there and then like / people //.. So  . . Oh, okay . .  Yeah . . But how would you like actually track, like how would you track people for   like would you use surveillance cameras?. I don't know . . Uhh well, I guess it's definitely a good thing to recycle, but like there more common resources to like, easily help you to Iike start getting started on it  that will be better like just to provide you some like very easy / to, so that you know what to do. As I Yeah, it's pretty complicated sometimes. ",3,21,0,"['Oh', 'okay', 'Yeah', 'laughs', 'Yeah', 'I', 'agree', 'with', 'that', 'Yeah', 'but', 'I', 'guess', 'like', 'cuz', 'I', ""'m"", 'really', 'not', 'on', 'the', 'other', 'side', 'of', 'recycling', 'and', 'then', 'pulled', 'up', 'like', 'would', ""n't"", 'the', 'like', 'well', 'what', 'would', 'it', 'mean', 'to', 'not', 'recycle', 'a', 'paper', 'because', 'like', 'there', ""'s"", 'like', 'I', 'garbage', 'can', 'I', 'just', 'put', 'paper', 'in', 'there', 'and', 'then', 'like', 'people', 'So', 'Oh', 'okay', 'Yeah', 'But', 'how', 'would', 'you', 'like', 'actually', 'track', 'like', 'how', 'would', 'you', 'track', 'people', 'for', 'like', 'would', 'you', 'use', 'surveillance', 'cameras', 'I', 'do', ""n't"", 'know', 'Uhh', 'well', 'I', 'guess', 'it', ""'s"", 'definitely', 'a', 'good', 'thing', 'to', 'recycle', 'but', 'like', 'there', 'more', 'common', 'resources', 'to', 'like', 'easily', 'help', 'you', 'to', 'Iike', 'start', 'getting', 'started', 'on', 'it', 'that', 'will', 'be', 'better', 'like', 'just', 'to', 'provide', 'you', 'some', 'like', 'very', 'easy', 'to', 'so', 'that', 'you', 'know', 'what', 'to', 'do', 'As', 'I', 'Yeah', 'it', ""'s"", 'pretty', 'complicated', 'sometimes']",149,B,1,0,2,3,1,1,1,1,1,0,0.693147181,1.098612289,0,0,0,0,0,9.86,2.82,9.86,0,2.82,3.52,3.52,0.7,5.63
438,17,TYB,24,8,. Yeah. ,4,164,0,['Yeah'],1,B,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100
439,18,NB,25,8,"Ok,  so I think like, initially, my response to this was like they shouldn't be fined, partially, I think because it would be a very difficult system to implement. But then also because like I think I was concerned about um like, if people don't have access to recycling bins for whatever reason, like accessibility issues in terms of like getting the recycling to a recycling center, then um when there are lots of reasons why that might not be possible until imposing a fine upon those people would be unfair.",1,0,0,"['Ok', 'so', 'I', 'think', 'like', 'initially', 'my', 'response', 'to', 'this', 'was', 'like', 'they', 'should', ""n't"", 'be', 'fined', 'partially', 'I', 'think', 'because', 'it', 'would', 'be', 'a', 'very', 'difficult', 'system', 'to', 'implement', 'But', 'then', 'also', 'because', 'like', 'I', 'think', 'I', 'was', 'concerned', 'about', 'um', 'like', 'if', 'people', 'do', ""n't"", 'have', 'access', 'to', 'recycling', 'bins', 'for', 'whatever', 'reason', 'like', 'accessibility', 'issues', 'in', 'terms', 'of', 'like', 'getting', 'the', 'recycling', 'to', 'a', 'recycling', 'center', 'then', 'um', 'when', 'there', 'are', 'lots', 'of', 'reasons', 'why', 'that', 'might', 'not', 'be', 'possible', 'until', 'imposing', 'a', 'fine', 'upon', 'those', 'people', 'would', 'be', 'unfair']",93,B,1,0,1,0,0,2,0,0,0,0,0,0,0,0.693147181,0,0,0,10.99,3.30,2.2,2.2,5.49,6.59,4.4,0,1.1
440,18,NB,25,8,"Wait, okay, I'm like, I'm I'm not making the connections, can you explain more? [laughs]",2,65,0,"['Wait', 'okay', 'I', ""'m"", 'like', 'I', ""'m"", 'I', ""'m"", 'not', 'making', 'the', 'connections', 'can', 'you', 'explain', 'more', 'laughs']",18,B,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.67,13.33,0,6.67,6.67,0,0,6.67
441,18,NB,25,8,".  Right . .  Right .  Uh huh. Okay. Yeah, I could say that as like a long term solution. I think like cuz like I think that could work and I think it could also be true that it would be like unfair for some people right? Because like things produced with plastic instead of like, um ceramic or metal are like cheaper, right? So in terms of like communities were like that's going to be more accessible to them financially like imposing fine upon those communities would be unfair. So I think like, I think that would be like could be an outcome but I think overall like it would have to have like mitigating circumstances in terms of like its implementation just in order to be fair to like everyone and like to take into account like various demographics.",3,76,0,"['Right', 'Right', 'Uh', 'huh', 'Okay', 'Yeah', 'I', 'could', 'say', 'that', 'as', 'like', 'a', 'long', 'term', 'solution', 'I', 'think', 'like', 'cuz', 'like', 'I', 'think', 'that', 'could', 'work', 'and', 'I', 'think', 'it', 'could', 'also', 'be', 'true', 'that', 'it', 'would', 'be', 'like', 'unfair', 'for', 'some', 'people', 'right', 'Because', 'like', 'things', 'produced', 'with', 'plastic', 'instead', 'of', 'like', 'um', 'ceramic', 'or', 'metal', 'are', 'like', 'cheaper', 'right', 'So', 'in', 'terms', 'of', 'like', 'communities', 'were', 'like', 'that', ""'s"", 'going', 'to', 'be', 'more', 'accessible', 'to', 'them', 'financially', 'like', 'imposing', 'fine', 'upon', 'those', 'communities', 'would', 'be', 'unfair', 'So', 'I', 'think', 'like', 'I', 'think', 'that', 'would', 'be', 'like', 'could', 'be', 'an', 'outcome', 'but', 'I', 'think', 'overall', 'like', 'it', 'would', 'have', 'to', 'have', 'like', 'mitigating', 'circumstances', 'in', 'terms', 'of', 'like', 'its', 'implementation', 'just', 'in', 'order', 'to', 'be', 'fair', 'to', 'like', 'everyone', 'and', 'like', 'to', 'take', 'into', 'account', 'like', 'various', 'demographics']",139,B,3,0,1,3,0,2,0,0,0,0,0,1.098612289,0,0.693147181,0,0,0,7.3,0.00,3.65,1.46,5.11,3.65,5.84,1.46,1.46
442,18,NB,25,8, mhm.  yeah . .  okay . .  Yeah . ,4,164,1,"['mhm', 'yeah', 'okay', 'Yeah']",4,B,6,0,2,2,0,0,0,0,0,0,0.693147181,0.693147181,0,0,0,0,0,0,0.00,25,0,0,0,0,0,100
443,19,TYB,26,5,"Uhh clearly this is a topic that is complex in nature, but in my opinion, I think that umm not a lot of emphasis should be placed on someone's race or ethnicity. I think that people should be given opportunities umm that uhhh may provide you with advantages that you haven't gotten but not that it should be exclusive.",1,0,0,"['Uhh', 'clearly', 'this', 'is', 'a', 'topic', 'that', 'is', 'complex', 'in', 'nature', 'but', 'in', 'my', 'opinion', 'I', 'think', 'that', 'umm', 'not', 'a', 'lot', 'of', 'emphasis', 'should', 'be', 'placed', 'on', 'someone', ""'s"", 'race', 'or', 'ethnicity', 'I', 'think', 'that', 'people', 'should', 'be', 'given', 'opportunities', 'umm', 'that', 'uhhh', 'may', 'provide', 'you', 'with', 'advantages', 'that', 'you', 'have', ""n't"", 'gotten', 'but', 'not', 'that', 'it', 'should', 'be', 'exclusive']",61,B,1,0,0,0,0,3,0,0,0,0,0,0,0,1.098612289,0,0,0,5.08,5.08,3.39,0,5.08,0,5.08,1.69,0
444,19,TYB,26,5, equality and  experiences do you mean for umm diversity  ,2,61,0,"['equality', 'and', 'experiences', 'do', 'you', 'mean', 'for', 'umm', 'diversity']",9,B,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.11,0.00,0,0,11.11,0,0,0,0
445,19,TYB,26,5,"Thank you /// Umm and I think that could go either way. That could be umm obviously more learning //. So // you hate to  eliminate people so it's not as extreme. But then, it shouldn't be based exclusively on one's race  ",3,83,0,"['Thank', 'you', 'Umm', 'and', 'I', 'think', 'that', 'could', 'go', 'either', 'way', 'That', 'could', 'be', 'umm', 'obviously', 'more', 'learning', 'So', 'you', 'hate', 'to', 'eliminate', 'people', 'so', 'it', ""'s"", 'not', 'as', 'extreme', 'But', 'then', 'it', 'should', ""n't"", 'be', 'based', 'exclusively', 'on', 'one', ""'s"", 'race']",42,B,3,1,0,0,0,2,0,0,0,0,0,0,0,0.693147181,0,0,0,15.38,5.13,2.56,2.56,5.13,2.56,7.69,2.56,0
446,19,TYB,26,5,"Yeah, what would it turn out to be? if they were blind verse",4,135,0,"['Yeah', 'what', 'would', 'it', 'turn', 'out', 'to', 'be', 'if', 'they', 'were', 'blind', 'verse']",13,B,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0.00,0,0,0,0,15.38,0,7.69
447,19,TYB,26,5,"It might be less diverse?. Maybe there's other ways of evaluating umm at looking at a person now, that could indicate these experiences for race it could be exactly their race .  like maybe there's some more complex .   evaluation that could take place umm that has to do maybe with umm characterization one-one's experiences rather than ",5,139,0,"['It', 'might', 'be', 'less', 'diverse', 'Maybe', 'there', ""'s"", 'other', 'ways', 'of', 'evaluating', 'umm', 'at', 'looking', 'at', 'a', 'person', 'now', 'that', 'could', 'indicate', 'these', 'experiences', 'for', 'race', 'it', 'could', 'be', 'exactly', 'their', 'race', 'like', 'maybe', 'there', ""'s"", 'some', 'more', 'complex', 'evaluation', 'that', 'could', 'take', 'place', 'umm', 'that', 'has', 'to', 'do', 'maybe', 'with', 'umm', 'characterization', 'one', 'one', ""'s"", 'experiences', 'rather', 'than']",59,B,5,0,0,0,0,3,0,0,0,0,0,0,0,1.098612289,0,0,0,0,0.00,0,0,5.36,0,7.14,1.79,0
448,20,TYB,27,7,"Okay. Um, so I feel like people shouldn't walk across the street [laughs] um at a red light, but I think I put like a nine for it because I was like, well, if there's literally no cars . then like, I think it makes sense to walk [laughs] across the street with a red light. Um, but yeah, I think that's just because I have this in my head like very like [laughs] strict rule code of traffic like, if it's a crosswalk then I feel like people should always be able to go ., but when it's red light, I'm like, okay, you like have to stop [laughs]",1,0,2,"['Okay', 'Um', 'so', 'I', 'feel', 'like', 'people', 'should', ""n't"", 'walk', 'across', 'the', 'street', 'laughs', 'um', 'at', 'a', 'red', 'light', 'but', 'I', 'think', 'I', 'put', 'like', 'a', 'nine', 'for', 'it', 'because', 'I', 'was', 'like', 'well', 'if', 'there', ""'s"", 'literally', 'no', 'cars', 'then', 'like', 'I', 'think', 'it', 'makes', 'sense', 'to', 'walk', 'laughs', 'across', 'the', 'street', 'with', 'a', 'red', 'light', 'Um', 'but', 'yeah', 'I', 'think', 'that', ""'s"", 'just', 'because', 'I', 'have', 'this', 'in', 'my', 'head', 'like', 'very', 'like', 'laughs', 'strict', 'rule', 'code', 'of', 'traffic', 'like', 'if', 'it', ""'s"", 'a', 'crosswalk', 'then', 'I', 'feel', 'like', 'people', 'should', 'always', 'be', 'able', 'to', 'go', 'but', 'when', 'it', ""'s"", 'red', 'light', 'I', ""'m"", 'like', 'okay', 'you', 'like', 'have', 'to', 'stop', 'laughs']",114,B,1,0,1,0,0,3,4,0,0,0,0,0,0,1.098612289,1.386294361,0,0,10.19,1.85,7.41,0,5.56,2.78,3.7,0.93,2.78
449,20,TYB,27,7," mhm. mhm. .  right? . . I put a nine, [laughs] that's funny ",2,34,0,"['mhm', 'mhm', 'right', 'I', 'put', 'a', 'nine', 'laughs', 'that', ""'s"", 'funny']",11,B,2,0,2,1,0,0,1,0,0,0,0.693147181,0,0,0,0,0,0,0,0.00,20,0,0,0,0,0,20
450,20,TYB,27,7," laughs. Yes  that makes sense. Yeah, no, I think I grew up in a in well, I grew up in a smaller city, but like everyone had a car. So I [laughs] .  I think that um, I don't really drive in Chicago, but my boyfriend does. And I literally get scared every single time I'm in a car with him because I literally think he's gonna hit someone . if they run [laughs] across the street infront of a red light. Like he's like, you should be allowed to [laughs] and I'm like no [laughs]. So, yeah [laughs]",3,46,1,"['laughs', 'Yes', 'that', 'makes', 'sense', 'Yeah', 'no', 'I', 'think', 'I', 'grew', 'up', 'in', 'a', 'in', 'well', 'I', 'grew', 'up', 'in', 'a', 'smaller', 'city', 'but', 'like', 'everyone', 'had', 'a', 'car', 'So', 'I', 'laughs', 'I', 'think', 'that', 'um', 'I', 'do', ""n't"", 'really', 'drive', 'in', 'Chicago', 'but', 'my', 'boyfriend', 'does', 'And', 'I', 'literally', 'get', 'scared', 'every', 'single', 'time', 'I', ""'m"", 'in', 'a', 'car', 'with', 'him', 'because', 'I', 'literally', 'think', 'he', ""'s"", 'gon', 'na', 'hit', 'someone', 'if', 'they', 'run', 'laughs', 'across', 'the', 'street', 'infront', 'of', 'a', 'red', 'light', 'Like', 'he', ""'s"", 'like', 'you', 'should', 'be', 'allowed', 'to', 'laughs', 'and', 'I', ""'m"", 'like', 'no', 'laughs', 'So', 'yeah', 'laughs']",103,B,2,0,0,2,0,1,6,0,0,0,0,0.693147181,0,0,1.791759469,0,0,8.25,3.09,7.22,1.03,4.12,3.09,2.06,2.06,3.09
451,20,TYB,27,7," mhm.  laughs. Mmmmm. Yeah. Um, yeah.Um..[laughs]. I don't know. I think it is something like I think I am. I do know about myself though that I am more like, people will think I'm ridiculous. They'll be like Madison, like, you can just go on like, no, like, I see a car so I'm gonna wait. But if there's like no cars  I'll still do it. So if I can see a car coming, then I usually wait. ",4,85,3,"['mhm', 'laughs', 'Mmmmm', 'Yeah', 'Um', 'yeah', 'Um', '[laughs', 'I', 'do', ""n't"", 'know', 'I', 'think', 'it', 'is', 'something', 'like', 'I', 'think', 'I', 'am', 'I', 'do', 'know', 'about', 'myself', 'though', 'that', 'I', 'am', 'more', 'like', 'people', 'will', 'think', 'I', ""'m"", 'ridiculous', 'They', ""'ll"", 'be', 'like', 'Madison', 'like', 'you', 'can', 'just', 'go', 'on', 'like', 'no', 'like', 'I', 'see', 'a', 'car', 'so', 'I', ""'m"", 'gon', 'na', 'wait', 'But', 'if', 'there', ""'s"", 'like', 'no', 'cars', 'I', ""'ll"", 'still', 'do', 'it', 'So', 'if', 'I', 'can', 'see', 'a', 'car', 'coming', 'then', 'I', 'usually', 'wait']",87,B,3,0,1,4,0,2,1,0,1,0,0,1.386294361,0,0.693147181,0,0,0,8.75,3.75,2.5,1.25,6.25,0,2.5,0,3.75
452,20,TYB,27,7," laughs. No, I definitely think it's different. Yeah, and you're just like whatever. ",5,109,1,"['laughs', 'No', 'I', 'definitely', 'think', 'it', ""'s"", 'different', 'Yeah', 'and', 'you', ""'re"", 'just', 'like', 'whatever']",15,B,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.69,7.69,15.38,0,7.69,0,0,7.69,7.69
453,20,TYB,27,7,"[laughs]. Um, Uhh I don't know how much more, yeah ",6,117,0,"['laughs', 'Um', 'Uhh', 'I', 'do', ""n't"", 'know', 'how', 'much', 'more', 'yeah']",11,B,4,0,0,1,0,2,1,0,1,0,0,0,0,0.693147181,0,0,0,10,10.00,10,0,10,10,0,0,10
454,20,TYB,27,7,"Umm. Yeah, yeah me either. I [laughs] definitely thought it was gonna be a more .  like [laughs] hot topic issue. Um, yes. So yeah, it's probably just because you did grow up in a city and like I grew up in a city where everyone had cars so,",7,128,0,"['Umm', 'Yeah', 'yeah', 'me', 'either', 'I', 'laughs', 'definitely', 'thought', 'it', 'was', 'gon', 'na', 'be', 'a', 'more', 'like', 'laughs', 'hot', 'topic', 'issue', 'Um', 'yes', 'So', 'yeah', 'it', ""'s"", 'probably', 'just', 'because', 'you', 'did', 'grow', 'up', 'in', 'a', 'city', 'and', 'like', 'I', 'grew', 'up', 'in', 'a', 'city', 'where', 'everyone', 'had', 'cars', 'so']",50,B,5,0,0,4,0,2,2,0,0,0,0,1.386294361,0,0.693147181,0.693147181,0,0,8.33,0.00,6.25,0,2.08,2.08,0,4.17,8.33
455,20,TYB,27,7,"Like that crazy busy intersection. Oh, for sure. ",8,149,0,"['Like', 'that', 'crazy', 'busy', 'intersection', 'Oh', 'for', 'sure']",8,B,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,12.5,12.5,0,0,0,12.5,0
456,20,TYB,27,7,"But I feel like when I'm crossing you know, like the the big street from like the reg to get on to like campus?I do. I'm like, oh my god, but I still walk because I'm like, well, you know, I mean?.  Like, what, like, I'm gonna stop here. Just you know what I mean? . Like, you no, like, I'm gonna go with like this big herd of people just because. ",9,151,0,"['But', 'I', 'feel', 'like', 'when', 'I', ""'m"", 'crossing', 'you', 'know', 'like', 'the', 'the', 'big', 'street', 'from', 'like', 'the', 'reg', 'to', 'get', 'on', 'to', 'like', 'campus?I', 'do', 'I', ""'m"", 'like', 'oh', 'my', 'god', 'but', 'I', 'still', 'walk', 'because', 'I', ""'m"", 'like', 'well', 'you', 'know', 'I', 'mean', 'Like', 'what', 'like', 'I', ""'m"", 'gon', 'na', 'stop', 'here', 'Just', 'you', 'know', 'what', 'I', 'mean', 'Like', 'you', 'no', 'like', 'I', ""'m"", 'gon', 'na', 'go', 'with', 'like', 'this', 'big', 'herd', 'of', 'people', 'just', 'because']",78,B,6,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1.098612289,0,7.04,1.41,2.82,0,8.45,2.82,0,0,0
457,20,TYB,27,7,"Yeah, because that's the time when it's like blatantly obvious like in between that passing time where you just literally see herds ",10,175,0,"['Yeah', 'because', 'that', ""'s"", 'the', 'time', 'when', 'it', ""'s"", 'like', 'blatantly', 'obvious', 'like', 'in', 'between', 'that', 'passing', 'time', 'where', 'you', 'just', 'literally', 'see', 'herds']",24,B,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0.00,0,0,0,4.55,0,9.09,4.55
458,21,NB,28,2,Umm is this as long as medical condition permits? What did they mean by that? I didn't get the first part.,1,0,0,"['Umm', 'is', 'this', 'as', 'long', 'as', 'medical', 'condition', 'permits', 'What', 'did', 'they', 'mean', 'by', 'that', 'I', 'did', ""n't"", 'get', 'the', 'first', 'part']",22,B,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.52,4.76,0,0,4.76,4.76,0,0,0
459,21,NB,28,2, things stay the same kind of ,2,12,1,"['things', 'stay', 'the', 'same', 'kind', 'of']",6,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0
