,con_txt,condition,label,topic,agent,appre_c,affir_c,assent_c,aggree_c,fillpause_c,laugh_c,yknow_c,idknow_c,appre_log,affir_log,assent_log,aggree_log,fillpause_log,laugh_log,yknow_log,idknow_log
86,"I mean, yeah, I just I just think um putting bacteria in my body . putting bacteria in my body even though I'm not sick you know this is something because if you get that shot, you actually get that sickness, right, in order to get anti-biotics right? . So if I didn't have it all, why should I get it, you know?  uh-huh. yeah. I know, but I think you know, and especially for stuff like that happens in early age, you know, like, children . get the flu shots. They don't know what they're doing and I don't think it's right to just, you know, put something in your body, which wasn't there in the first place, you know? .  yeah. yeah. No, I've never got anything like, I mean, I got it uhh when I went to back home to Africa, we have to get some, you know? . for medication for sure. But here like going to see {{}} and get a flu shot, I've never done that.  . No.. . {{}} Like you said, none of us is going to convince the other .. {{}} I guess for me personally I have been healing by myself and even when I'm sick I don't mean to take medicine like that, you know. {{}} The only thing I need to take a second if I have headaches and work to function, even if I get whatever I have, I prefer to drink water through that. So just take my time you need to do better than taking everything. That's a good point. I mean, do you mean I guess I can start .. That's a good point. I think my immune system by now is so strong that I don't even get sick like that I mean yeah but this is a good point you make but by actually getting that shot So now that I can become sick as well, so I put other other people at risk as well right . ",NB,A_44,2,A,0,1,5,0,3,0,8,0,0.0,0.0,1.6094379124341003,0.0,1.0986122886681098,0.0,2.0794415416798357,0.0
87,"So I strongly agree with the statement as long as medical condition permits, everyone should get a seasonal flu shot. Because I believe like if we have the medicine to like prevent it like why not? [laughs] Yeah. [laughs]  sorry, what?. Yeah. I mean, but I feel like you're introducing into your body at such a small dose that it's so that your body can create like resistance to it or like fight it. . So if you could like help your body in that way before you get it like at a level or like to a degree that your body can't fight it like . why wouldn't you want to do that?  yeah. Yeah. Okay, I feel like we have really strong opinions [laughs] . and like that's not really got change [laughs] . But, um, so do you not get vaccinated?   Yeah. Okay. Do you have kids?. Oh okay. {{{{{{{{}}}}}}}}  laughs, yeah I know. Okay, well I am like very opposite. Oh, yeah. Yeah. But don't you like ever consider that maybe you're like putting other people at risk for not taking the vaccination.  Yeah. Uhh that's like a very ideal world. [laughs] Okay. [laughs]   yeah",NB,B_44,2,B,0,7,9,1,2,7,0,0,0.0,1.9459101490553132,2.1972245773362196,0.0,0.6931471805599453,1.9459101490553132,0.0,0.0
88," Uh-huh. Uh-huh. Yeah, appreciate it.. Well, umm I guess yeah. I'm glad you thought of that. [laughs] Well, as for me, um, I just compared it with like other countries. . And 21 seems a little bit too high. . And also, like, for example, in China and other like Asian, Asian countries, . it's probably like 18. And you're, and you can find them in stores and so on.  . And also, another thing is, even though the drinking age is 21 in the US,  . a lot of like coll-college students and like rven high school students doesn't doesn't follow-   right.. Yeah. Yeah, exactly. Yeah like. right. And the and like, it's not on the same level as like, uhh for some other other things like . driving ages or so .. like, umm coll-, like college students and like high school students at who does participate in drinking as like, the rate of those. The rate like the portion of those uhh-the students . or other under age people . is actually pretty high. Like, if you consider them as breaking the law .. And therefore I don't think it's like, It really suits what actual like what in reality is happening? So, probably you can lower it . a little bit for like to 18 . and then get a little more strict on the on the, on the regulations-  Yeah, yeah, I appreciate it. yeah. mm-hmm. right.  mm-hmm. Yeah. right. Yeah",TYB,A_45,12,A,2,6,14,0,9,1,0,0,0.6931471805599453,1.791759469228055,2.6390573296152584,0.0,2.1972245773362196,0.0,0.0,0.0
89,"So, about this point I really don't care if the US lowers its drinking age or not. I think it's not relevant for me. I think it's fine as it is. . If I put like a 10 it means that I agree that point zero I mean, the disagree. . I have no opinion. So I put a five . Yeah.   Yeah. Yeah.. Yeah.. Yeah.. Yeah. Exactly like, . They can just get their parents to like, go buy them alcohol. . Or they can just get fakes which are like so common . So even if there is a drinking age, there's not really a drinking age in the .  that's what I think you like people who really wants to drink, . will find channels to drink so you know I-  Yeah. Yeah. Yeah yeah. Yeah. Yeah. Yeah. Yeah. And I don't understand why it is at 21. And I feel like it being at 21 already, there must be some reason behind it. . I don't understand. But I also do understand why I understand where you're coming from, you're saying that you should, I mean, since everyone's already doing it you might as well just lower the . drinking age. Umm it's not really anything bad coming from, like, people that are younger drinking, like . you have in other countries where the drinking age is not lower . There's not like any, you know, negative impacts in those countries. So I mean, I understand both points. I mean, I understand your point of view .. I don't under I don't really know why the drinking age is so high here. . but I think the lack of information makes me indifferent, like I don't really mind but I think that people who do want to drink will drink and people who don't . will follow the law and one so I guess that's about it. .",TYB,B_45,12,B,0,0,13,1,1,0,2,0,0.0,0.0,2.5649493574615367,0.0,0.0,0.0,0.6931471805599453,0.0
90,"I see your point actually, I have thought in same way as well so I totally understand the reason why people think it's fine to cross the red line at one there's no side in the car because like the as you said like the reason why we have traffic light is to prevent any dangerous situation to happen if there's if there is no possibility for that situation to happen, it's fine to just cross . the traffic light. But my opinion would be that if just covering this statement only, and in general case there's no car in sight doesn't mean that there's really no car around you. Especially one as far as I know. Umm considering my personal experience of seeing some of my friends driving a car, if they like (\lead) a very far, relatively far away from you they see a green light, and especially it's like an evening, not many people will be on the road, uhh they will drive quite fast, even like speeding up to cross the green light. And actually, that's a green light. So they think it's totally fine. While for the person if you see there's no car in sight at this moment, and you're just across the road in the middle, that very fast the car would probably just come and because this is a green light, they will just drive very fast and across the road and that's there's a potential danger within this behavior  mm-hmm. yeah. mm-hmm. I see. Yeah, yeah. [laughs] That's that's the case you",TYB,A_46,7,A,0,4,5,0,4,1,0,0,0.0,1.3862943611198906,1.6094379124341003,0.0,1.3862943611198906,0.0,0.0,0.0
91,"I personally think that umm so basically the reason that we have traffic lights is because like, basically there are rules and then they're used to better {{}} either you know, but in this case it's better to say that like the traffic is doing well and that nobody you know, is hurting other people. But in this case, I feel like if we know that (\green) is not- if we know that there are no cars in sight, then {{}} is free of walking and then there's no point of you following the rules like as long as there's no cars in sight so that's why what Im indifferent because I do know that like people sometimes might just follow whatever rules that they want to follow so that's why I chose 5 as I am indifferent to it  mm-hmm. Gotcha, I think I agree with your idea there might be a potential danger, especially in the case of like maybe at night or on an empty road where the like the cars might drive super fast and then it just passes the person .. {{}} Yeah, so I agree with your claim.  . I mean, the other cases, I do think that, you know, for instance, on college campus when I like when I'm crossing the midway for instance . There are red light when students just tend to cross the street if they see no car in sight . they know the car will slow down",TYB,B_46,7,B,0,2,1,2,2,0,3,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.0
92,"Okay, so I disagree with like the idea that you need to put like, like the brain chemistry in the context like I understand that like sure people are not having their prefrontal cortex fully developed, but like still at 21 that's below the age . in which people develop the prefrontal cortexes and like many teens or like younger people are drinking at a younger age. But then in European countries, like where the drinking age is lower, they actually have a much less than like an alcohol problem. . I'm not sure what the statistics are, but there's a lot more . binge drinking among the American Americans, right. Umm and so when you run into this, like the idea that oh, we have a set limit at 21 is the age at which you can purchase alcohol and it's not served at home, it's frowned upon to drink then it incentivizes people to drink more when they reach that age 21 and that detrimentally effects people and so I think by lowering the drinking age to something like 18, or even like, umm like allowing for more leniency towards like the drinking age just would be helpful in general Sure I think there's like a difference between . like, uhh the governmental involvement with like leniency on like their end . versus like a cultural difference as well . and I think that like the cultural thing is more important to like, . discuss with the problems of binge drinking. And I think like in a world in which or in like in the US in which binge drinking is, is or like drinking it in general has like the cap at 21 . it makes it difficult for somebody younger to get introduced more umm easily into the system of like, what alcohol does to your body, what it feels like and whether or not you like or dislike it.  I disagree. I think like the age between 14 to 18 . like the the appearance of somebody is like drastically different than between like 18 and 21 . And so if if like the drinking age is 18 we're not going to have like the problem",NB,A_47,12,A,0,1,2,0,4,0,0,0,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,0.0,0.0
93,"So on average the prefrontal cortex in humans which is responsible for decision-making on things like (\fun), and other potentially risky behaviors is not finished developing in humans until approximately 23 and females and 25 in males. And so drinking is obviously not really a problem for adults, but occasionally you do see risky decision making and so I don't really think we should lower the drinking age lower than it already is. Also, like when they bumped it up from 18, the driving deaths went down. So you see the alternative is to like lower, the lower the drinking age you should lower the driving age.  yeah. mm-hmm. no, no, no, I'm familiar yeah. I could hear a strong argument for allowing leniency. And I think it's Wisconsin has some sort of law where they will serve you alcohol at any age . or in a restaurant if you're with your parents. And I think that sort of leniency, I could definitely see a very good argument for in order to combat the sort of drinking like binge drinking problems you are talking about, . right if it's sort of stigmatize that people feel like that people just never get exposed to alcohol  okay. okay.  yeah. yeah. that's true. yeah. Yeah. I see that but also at the same time, I think because like if the drinking age is low, if we were to say 18, it is a lot easier for a 14 year old pass for 18 than for 21. And I think on the one hand like yes, there is a benefit to allowing people to be introduced to alcohol younger. I also think it will be easier for people to acquire alchohol younger and that's not necessarily a good thing.   mm-hmm. that's true",NB,B_47,12,B,0,6,7,0,2,0,0,0,0.0,1.791759469228055,1.9459101490553132,0.0,0.6931471805599453,0.0,0.0,0.0
94,"No. Yeah, that makes sense. And I, yeah, I appreciate that sentiment. I think, I think where I'm coming from is like, I've always done it. And so, and like, I guess I'm also coming from the same standpoint of like, it's always worked and like, um and I also think herd immunity is something that I know a little bit about, like, not as much as I should, obviously, but um.. I mean, just like, what like, I don't know the exact number but like 80% of people need to have it in order for the immunizations actually take its full effect. And so because of that, it just made sense. However, I do know that like seasonal flus are like, changes so rapidly as I... Yeah, that makes sense. I mean, like...Anyway.. haha. Yeah, um, yeah, I think that's really important cause like individual responsibility, right? Yeah, I guess. For me I was thinking like it wouldn't hurt some make it required... . Um but also, I do think that, yeah, just like you said, just like freedom of what you do with your body.  . Mm-hm.. . Ya, uh-uh that makes sense... um Huhh I'm stressed to start something else haha..",TYB,A_48,2,A,1,3,8,0,9,2,0,1,0.0,1.0986122886681098,2.0794415416798357,0.0,2.1972245773362196,0.6931471805599453,0.0,0.0
95,"Okay, so yeah, I don't think that everyone should get a season flu shot. I don't give the shot myself because I don't really get sick, like ever. I feel like I have a really strong immune system. So it's just like, for me, it's not necessary for me to take the time out of my day to go get it done when it's not going to hurt me to not get it done. And I have a ton of other things like going on. You know, in my day, like I have two jobs. I'm a full time student you know, like, it's just not convenient for me. So like I don't worry about, um.. getting, getting one. What do you know about herd immunity? Yeah, I also, I don't know, like, maybe this is just like, individual differences. Like I also like, don't get that like close to that many people. Like, I feel like I'm not like, Like, if someone is sick or something like I'm coming into contact with them. So it's just like another reason why I feel like I'm not worried about like, getting the flu shot like, you know, how you carry hand sanitizer like you cover your mouth is like I feel like pretty basic things that keep you like healthy like during the cold and flu season. . Yeah.. . Yeah. I mean, like, if it was required, I wouldn't have a problem with doing it and like I'm sure that it probably would be beneficial for others who like do have weaker immune systems.. ...um but like also there are people, I'm not one of these people, but there are people who like are afraid of needles, you know, who like you don't want to like go through process like it's, you know, makes them anxious and makes them nervous. So there's like those kind of people who maybe like should have the option to like.. not.. like to opt out.",TYB,B_48,2,B,0,1,5,0,2,0,6,1,0.0,0.0,1.6094379124341003,0.0,0.6931471805599453,0.0,1.791759469228055,0.0
96,". Yeah.. . I definitely get what you're saying. I appreciate what you're saying about, like students who have a limited amount of time. And I definitely think that is the case. But I think like, there are a lot of different forms of volunteering that students can like participate in and I think it's kind of a way to like get some some hands on experience like I know that, um, for a lot of students like a a mandatory volunteering is like one of the only ways they can really get involved in their community because a lot of a lot like I know a lot of people here don't engage in engage like the Hyde Park community all that much. I think it's important to not have like the University so isolated from the area around it. . Yeah. . . Yeah, that's a good point. I think it would be half... Haha.. Yeah. I think you'd have to, um, have the school organize it to some degree. Um, but I think yeah, you're right that I would I think once the school starts to organize it, it would probably get more complicated. I think you're right that like, in theory, it's a good idea. But in practice, it would be more difficult, but I think like, even if it doesn't work out perfectly, it would still be better to have like, a a majority of students like actually volunteering rather than like the students who are willing to, like try to find a way to get around the system. I feel like that would be a smaller proportion of students that like would actually just... Yeah, Yeah, I think like, um ya.. I think like most people, like probably wouldn't actively volunteer and you said like, do you want to do this, but if they had a requirement to, I feel like most people would it be so strongly opposed to it that they'd like find a way to get out of it. I think most people would just like go along. Okay, cool conversation.",TYB,A_49,1,A,1,1,9,0,4,1,0,0,0.0,0.0,2.1972245773362196,0.0,1.3862943611198906,0.0,0.0,0.0
97,"Oh, okay. Just making sure. Um, yeah, I said like people, college students should not be required to volunteer in the community. Um, just because, like, I mean, obviously volunteering is a good thing objectively, but like, I don't see a reason to like, force people to volunteer. I like I like for some people like they have very limited time.... ...for them. Like, like, I'm really I'm feeling a loss like, you know, students have to like work a part time job, like, may not have time to volunteer. So I feel like putting putting an unnecessary burden for all like what I believe is like, not necessarily like I I just sort of feel like there's not really a need to like force people to volunteer, like we should encourage it but like, it should not be like, mandatory....those were my thoughts.. Yeah, so I feel like we both agree it would be good for volunteers.... ...I just like, like, for example, like how would you even want to enfor-,  like my question's like how are we even going to enforce this right. Like, like how would you prove that like I volunteered at like something. Like like I I just don't see how this could be feasible to enforce. Like I feel like I could lie about this very easily.. haha.. Okay, so like so they're always going to be like bad actors in the community, but like, just like, yeah, putting a requirement, well, is like, encourage people to volunteer, is sort of what you're saying. I feel like that's fairly reasonable... Hmm. Okay. Well, seems like we're out of time.",TYB,B_49,1,B,0,4,4,1,3,1,1,0,0.0,1.3862943611198906,1.3862943611198906,0.0,1.0986122886681098,0.0,0.0,0.0
98,"But that I think that that will always be true. [laughs]. So even if you lower the drinking age, then even younger kids will think, oh, well, this drinking age is set here, but it's fine to drink more then. And then you'll just see more students drinking. I think it makes sense. We already see some high school students, um high school students who have access to alcohol. So I think the idea that um, it is, there isn't.. the idea that it is something you can do as soon as you turn 18 like there's no um.. a combination of like brain development um it becomes this arbitrary limit that we lowered. I think it'll create the idea that, um teens of any age that they feel they are ready to drink they can.  [laughs] I think um. I think that alcohol [laughs].. impairs brain development. And so and so we should make sure that only 21 year old and up are drinking.. I think that while that's possible, I don't think that younger students, or younger kids tend to have just flexibility. So, so even younger kids, if it becomes more available will be more likely to make, like bad decisions and also just be drinking more alcohol than other people who maybe more responsible [laughs] ",NB,A_50,12,A,0,1,1,0,6,4,0,0,0.0,0.0,0.0,0.0,1.791759469228055,1.3862943611198906,0.0,0.0
99,"I think the US should lower it's drinking age because people are drinking anyway, and there's no reason for you to keep it up. . [laughs]. .  I agree, but I don't think.. I don't know how effective or like how many people would be thinking that way like thinking,  Okay, so now here he is like 18, I'm 16 originally I feel like I'm like five years away from not drinking age. Now, I'm two years away. So now I should, I would be more inclined to drink. I don't know how true that would be though... So what's the negative consequence of underage drinking? [laughs]. Um..but not necessarily that also impairs brain development but it's also like how much alcohol. So like if people who are like currently under age like for example, 18 or 20, they get drunk personally because they like enjoy that underage drinking feeling. Then it probably, it's probably better to lower the age limit so that they Don't feel like  okay, I'm underage, I'm drinking, this is so exciting like so maybe they would not drink as much if the age was lowered. [laughs] I don't know... okay...",NB,B_50,12,B,0,2,0,1,1,3,0,3,0.0,0.6931471805599453,0.0,0.0,0.0,1.0986122886681098,0.0,1.0986122886681098
100,"So I appreciate that you bring up that there are like different perspectives, especially by country (in specific?). I think when I was answering the question, this is something that comes up a lot in like elementary school education as a debate topic. And when we do, like, basic preliminary research on it, a lot of what we saw was that it's not always successful. And so there are a lot of attempts that sometimes have to be made, which turns out to be an expensive process. Well that was one of the (main?) reasons I I answered the way I did. Yeah, so, um, thank you for asking. And I'd like to clarify first that to something I haven't seen, like, this is a question I haven't answered since maybe sixth grade. But, um, well and the projects that we did way back when, uh, it was I think we were mostly looking at single interaction. As one that wasn't always successful. It had like a 93% success rate or something. And so that 7% of the time, we were looking at it in terms of it being, like I said, an expensive process that required like the entire procedure of bringing in additional people to officiate it and also that, um, could ultimately be cruel to the person if it was not successful... Thanks for bringing that up. I really hadn't looked at it that way before in terms of the family, or whoever it was feeling a sense of, uh, I guess closure...",TYB,A_51,11,A,3,0,2,0,5,0,0,0,1.0986122886681098,0.0,0.6931471805599453,0.0,1.6094379124341003,0.0,0.0,0.0
101,"So I'm from a culture where, like a country where capital punishment, like people are used to capit- uh uh, capti- punis- ... capital punishment. So I guess I'm just kind of used to the fact that it is something that we can do. Ya.. I thought they were just like use things (then set data?) to (prove?) that whether capital punishment, um, should be abolished. But I think, um, could you elaborate more on the research that you mentioned. I guess, uh, one of the reasons that I would agree not to abolish capital punishment is because, um, people would be how emotionally satisfied with the result if the people who committed the crime is punished in a way.. like, it's like an eye for an eye. So if someone kills another person, then maybe it should like this person actually deserve the same punishment. Yeah.",TYB,B_51,11,B,0,0,1,1,6,0,0,0,0.0,0.0,0.0,0.0,1.791759469228055,0.0,0.0,0.0
102,"I disagree a little on the, um, like the, the the statement that people have the ability to concentrate both on what they're doing on their phone versus, and what's, like, what's happening in front of them. I found that, uh, in situations where people are out to dinner or talk..or at.. or eating and talking on their phones or texting and ignoring the people around them. It's definitely a lot less...um..It's definitely a lot less easy to multitask in that way.....So I think.. if, I think in that case it would be I think it would definitely be like a...it would be much better if people adopted like a non emergency - don't do anything on your phone, just stick to what's in front of you...  Yeah. I just think that like the reason I put an eight and not a ten is like, I just think that in most circumstances outside emergent...is that it should definitely be uh, like sort of a politeness. (As you can?) also, like uh, develop your social skills issue. I'm not very good at social, but, um, I find it easier just knowing that I'm not on my phone and actually talking to...",NB,A_52,14,A,0,0,1,0,6,0,0,0,0.0,0.0,0.0,0.0,1.791759469228055,0.0,0.0,0.0
103,"Oh, because I feel like it's possible for people to.. I mean, people may have urgent calls. Or, uh, others don't. So they may have to use their phones. And at the same time, I think people can still concentrate on, uh... their conversation with a family or friends so it seems not necessary. It's not necessary to forbid them using cell phone during dining. Mm-hm. Oh... Oh, I see. I I got your point. Yeah. That's... hmm...but (just still?) a little bit, uh, concerned with the idea of never because, yeah, that, I think that's the part that I.. am.. the most.. uncomfortable with. So I I put in zero in the... . (I see?) Ya...",NB,B_52,14,B,0,5,5,0,5,0,0,0,0.0,1.6094379124341003,1.6094379124341003,0.0,1.6094379124341003,0.0,0.0,0.0
104,". Mm-hm.. . Mm-hm. . . Ya.. . Gotcha. Okay, cool. That's a really good point. Thank you for bringing that one up. I I agree that and I'm I'm in the similar boat have been many times and I figured I was a good enough judge that I would cross the street as well. This is actually a tough conversation for me. I'm spending most of my time in England right now. And, uh, there's different rules in England.. Than in the US. Yeah, yeah. In England, you can cross so as long as no one's around, and so, so that's kind of why I put in some actually. And if not from the US, I would have put it higher and the only reason why is more just.. two reasons, I guess. One, just the way I was brought up, I was kind of brought up, just follow the rules of the road, you know, even if it's something that I don't necessarily agree with, just something that I should do if it's required of me by those who are in authority. So kind of just like a respect for authority thing. Um, but then also, look at a lot of the people that got hit and hurt while jaywalking. Probably a lot of them would have thought that they were good judges of when they should cross too. So there's just seems, some sort of a lot of uncertainty to letting people decide for themselves when is a good time to do certain things, and not certain things. So Ya [laughs]. Well, I appreciate I appreciate that you, uh, that you thought about it and that you are.. uh that you know that its.... ...an interesting thing. Yeah. . I think it's it's tough because in a lot of situation I hate waiting. . So so it for me, it's usually a battle between some sort of moral feeling that I have. And then frustration. And... sometimes I win morality over frustration, but sometimes frustration wins over. [laughs] Yeah, definitely. {{{{{{{}} . Ohh. . That's true... . Ok... . No ya, I like that. That's a really good point.. So So what you're saying is there could be some sort of a rule..where, if you can see a car coming along, um I think it's really important. One question I have then is, like, one of the issues that might come up with some court cases would you be able to separate ..so there were no cars in sight...",TYB,A_53,7,A,3,6,6,3,7,2,2,0,1.0986122886681098,1.791759469228055,1.791759469228055,1.0986122886681098,1.9459101490553132,0.6931471805599453,0.6931471805599453,0.0
105,"Hi, Um, so I ranked that pretty low just because I don't think jay-walking really is.. um, a bad thing. I think in actuality like people tend to be pretty good judges of like when they should cross the street and when they shouldn't... ..um there can be actually more accidents at crosswalks... ..um, because people are following the signs and they're not looking at the cars, they are following the signs, and the cars may be going or not stopping and then they get hit.. So I think generally like jaywalking is pretty harmless and people are pretty good at assesing danger for themselves. . Oh really?. . Oh wow! Cool. Mm-hm.  I mean, I think that's fair. I don't know. [laughs] . Ya.. . Yeah, . . Yeah. . . yeah . . [laughs] Yeah, that's true. Yeah. Also like, I guess my thought was like, also it tends to be like even when there's no cars in sight versus like, I think it's kind of a different position when there's like, oncoming, like ... ..you see a car coming from the distance. Like... ..I feel like in that situation weights a little bit differently than when if like you see no cars. . Well, yeah. I don't know [laughs] Yeah... Yeah, right like how do you tell? ",TYB,B_53,7,B,0,4,9,0,5,3,0,2,0.0,1.3862943611198906,2.1972245773362196,0.0,1.6094379124341003,1.0986122886681098,0.0,0.6931471805599453
106,"Yeah, that's ok that's a very good point, actually. Um, I guess part of the reason that I, I believe in is because I had a very personal experience with this. I, my university requires that we do that we volunteer by the time we graduate, and I really found like a whole new career path through it. . So and I and I know that I wouldn't have come across this career path if I hadn't participated in the volunteer experience that was required for me.. Um ya, and also, yeah, so it just opened my eyes up, I guess to new things that I didn't, that I didn't previously think I was, I wasn't planning on doing. Had I not been required to do it. So that's, that's, I guess, the requirement part. The other thing is that yeah, I think, I think a lot of the end of there's a lot of students out there like me as well, who probably would not necessarily would not necessarily volunteer, I guess if they weren't given. If they weren't, like told, like,  Hey, this is a good idea.  . you know, because there's obviously so many things going in college, or, you know, whatever in life, you know, sometimes sometimes someone telling you outside of your circle, like hey, you should really do this. And kind of maybe guiding you or somewhat . forcing you or requiring you in some ways. Um shows you something more about yourself and just makes you challenge yourself on that like.  Should I should I be volunteering or should I not? Why wasn't I doing this already? Why did it take someone to ask me to do this? . Also Yeah, yeah, it opens your eyes from whatever kind, whatever sphere I guess it is. . [laugh]. . Yeah, yeah. . . Mm-hmm. . . Yeah. yeah. . Yeah, but I mean, you have a good point as well.",NB,A_54,1,A,0,4,6,0,4,1,3,0,0.0,1.3862943611198906,1.791759469228055,0.0,1.3862943611198906,0.0,1.0986122886681098,0.0
107,"[laughs] Yeah, I guess we disagree a lot about this. I think I see volunteering as a very good thing, because I feel like it teaches you your civil duties to your community. And it also teaches you that you are not just in a little community of like minded, like, you know, 20 something people. Um, so I think it's very good, but I feel like part of its value is in the fact that people choose to do so out of their free will. And I feel like once you make something mandatory, it's no longer a volunteering experience. It's just a mandatory a compulsory kind of event.  . Ohh, mhm. . . mHm.. . mHm. mhm. . . mHm. . . Mm-hmm.. . Mm-hm, ya I totally agree with that. So can we like yeah, . Ya, maybe we can agree [both laugh] that you can agree that like maybe like some kind of incentive for doing so very... Yeah, as long as I in my opinion, like, as long as it's not something that takes away from that experience..  But like some kind of moderate incentive to get people to do that because yeah, people are lazy [laugh].. They're not gonna do that without a little bit of a push.",NB,B_54,1,B,0,10,5,3,3,3,1,0,0.0,2.302585092994046,1.6094379124341003,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,0.0
108,"Yeah. I quite appreciate that point. . Because for many..[laughs] Sure. Because for a specific group of people, they just . gave it so low weight and . It causes anti-discrimination discrimination. . like that. . . Mm-hmm. . . Ohh.. . Right. . Mm-hmm.. . Right. . . Mm-hmm. . . Yeah, I quite appreciate that point..  because we're income as a confounder for the decisions, we should really adjust for that. . Um, and for an actually for rich people, they don't have like a certain tendency to be specific race..[laughs] . Mmm.. . I can't, I can't agree more.. Because for for rich well should have less to do with the schools things.. It's just the meaning that the family has more resources.. but does that mean because people have a little resources could be hard work, like working harder.. . Mm-hm.. ",TYB,A_55,5,A,1,11,4,1,5,0,0,0,0.0,2.3978952727983707,1.3862943611198906,0.0,1.6094379124341003,0.0,0.0,0.0
109,"Yeah, I think it should in certain cases, but not all cases, because I know like, especially for Asians, like, just in general. I believe decisions can discriminate. So taking into account race and ethnicity. That's like one form of discrimination, definitely.  . Yeah. [laughs]. . [laughs]. Yeah, yeah definitely.  . Right.. . Right.. . Right . Yeah, I think it's meant to be like anti discriminatory, but then it discriminates against, like for certain people.. I mean, like, for some races, I guess, like maybe, I think here, at least in America, like if you're, it depends a lot because we think like Native Americans and African Americans is disadvantage, but I think it should be more based on income. If If anything,.  it doesn't always have to be based on income. Because you can be like me Asian, you can be really poor. . And I feel right, you're succeeding. . Well, that means you're obviously intelligent, right? . I should be looked higher, not negatively. And you can be like Native American,.  and be very rich. And so you really like should you get an advantage in college admissions?  . Yeah. . Right. . . Right, right. Yeah, exactly.[laughs] this is true. So yeah, I'd be willing to like, honestly, I don't think it should be race and ethnicity, but anything income because it that that will take an account until like people who are disadvantaged..  I don't know to what extent race plays like in you doing well, rather than like income because it's more money and more resources. And yeah, definitely I can. Yeah, I can definitely see that point. I don't know why I put it so low. [laughs] . Yeah. . . Yeah.  . . Yeah,. . Yeah, there's always money to, like, and since like applying to schools is so competitive too... ...and you can't like just base something on like, just race",TYB,B_55,5,B,0,0,18,0,0,3,0,2,0.0,0.0,2.8903717578961645,0.0,0.0,1.0986122886681098,0.0,0.6931471805599453
110,". Right..  mhm. mhm. I See. .  mhm. I understand  .  mhm. Bundy? . uhh-huh. {{{{{{{{{{{{{}} . Right.. . Right, exactly. {{}{}}  mhm. Uh and no I-I completely understand where you're coming from. In just that it's a very hard question and that completely abolishing it might be uhh one of those things. That's kind of very tricky, because uhh .  absolute search is very tricky .   and I appreciate you bringing that up .   However, I think monetarily ., it actually costs a lot more to put someone to death than actually to keep them alive uhh based on studies  Mhm and also just like the materials in general, uhh also the lethal injection process  that we use right now .  it's actually has actually led to a large number of botched injections due to uh botched executions excuse me due to the use of  rather than the sodium uh /. . So basically like uh a real sedative versus like basically what has been likened to a martini in a syringe.. So while you're paralyzed, and you're given uhh the the injection that actually ",TYB,A_56,11,A,0,7,5,0,10,0,0,0,0.0,1.9459101490553132,1.6094379124341003,0.0,2.302585092994046,0.0,0.0,0.0
111,"Okay, sure. Alright, so the reason is, I don't have a personal attachment to that. And I felt like it was something that when there was egregious, taking of life.. I was not..I couldn't / on that with the condition that that that person's life should be spared. And yet, I'm a Christian.. At the same time That's the big, that's the big pull.  That's, that's my one issue .. I don't know if it's I think it's probably something in the recent news . .  that, that was umm or was perhaps, was probably my witnessing of um warfare or war movies .  umm to where I think I made it more.. I think that probably influenced my decision to .  more, saying, you know, there's got to be some case . umm  and I think maybe it's you know, the John Wayne Gacy or umm uhh who was it? Umm the guy . Bundy, yeah . .  So, I thought right Bundy uhh. There's a great example. I mean, you don't want I just don't want to take away that possibility. . But how do you quantify somebody like that? It's like, ok, here's the club, we're only going to issue this four times per century .. Right?Uhh maybe it's a go ahead, maybe you have a good way to articulate it. .  yeah . .  yep . .  yep  .  mhm.  Oh, because of the court the extra uh court process type thing  .  yeah . . Okay,Yep.. . Okay.. ",TYB,B_56,11,B,0,6,6,0,9,0,2,1,0.0,1.791759469228055,1.791759469228055,0.0,2.1972245773362196,0.0,0.6931471805599453,0.0
